"longitude","latitude","OBJECTID","VICINITY","SCI_NM","CMMN_NM","FAM_NAME","GENUS_NAME"
-77.0120973031,38.9093321729,18918121,"1400 blk 1ST ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9707831046,38.9057461561,19055584,"2200 BLK M ST NE","Pinus taeda","Loblolly Pine","Pinaceae","Pinus"
-77.0686260496,38.9640500399,18973471,"3417 MORRISON ST NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0736168054,38.9319047482,18907431,"3712 WOODLEY RD NW","Acer buergeranum","Trident maple","Aceraceae","Acer"
-76.9312629774,38.9061305864,18940684,"4908 MEADE ST NE","Carpinus species","Hornbeam","Betulaceae","Carpinus"
-77.0307284424,38.9644492154,18944984,"1311 FORT STEVENS DR NW","Amelanchier species","Serviceberry","Rosaceae","Amelanchier"
-76.9733182098,38.8682099927,19070886,"OPP 2240 S ST SE","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9782279911,38.9280899787,19008277,"1800 blk RHODE ISLAND AVE NE","Taxodium distichum","Bald cypress","Cupressaceae","Taxodium"
-76.9824376026,38.8646594561,18989233,"2000 BLK 16TH ST SE / V ST","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0405929345,38.9141552476,19064125,"1737 S ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0267093608,38.9169208202,19052442,"1020 U ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9499457395,38.8884532344,19014421,"3916 BURNS CT SE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.0105693904,38.8776556056,18968811,"1000 BLK HALF ST SW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0334004576,38.9490501786,19029688,"OPP 1402 DELAFIELD PL NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9777982556,38.9023254305,18968183,"1800 blk MARYLAND AVE NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9596326566,38.882894151,19019636,"3300 E ST SE","Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-77.0083233817,38.8708804592,19009007,"UNIT BLK POTOMAC AVE SE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.046696396,38.9113679391,19019379,"1600 21ST ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0893081305,38.9343595544,18982075,"3323 NEBRASKA AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9360397359,38.8748562887,18959018,"4300 BLK REED TER SE","Celtis occidentalis","Hackberry","Ulmaceae","Celtis"
-76.9826445203,38.8418564257,18970729,"3400 15TH ST SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.086763823,38.910933909,19070274,"4510 Q LN NW","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-77.0769806264,38.9452996111,18903112,"4311 39TH ST NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9721033338,38.9249258868,19011517,"2705 24TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9569027112,38.8632310903,19050219,"2063 36TH ST SE","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-77.0733590251,38.9569738115,19025807,"3718 HARRISON ST NW","Cornus species","Dogwood","Cornaceae","Cornus"
-76.9956870484,38.8776007342,18907670,"710 L ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0363949329,38.9206833206,18988630,"2300 16TH ST NW","Quercus robur fastigiata","Columnar English oak","Fagaceae","Quercus"
-77.0132282063,38.9729539515,18943129,"6750 2ND ST NW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.9501918221,38.8644754256,19010876,"2002 FORT DAVIS ST SE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0723566039,38.9428956008,18951235,"4117 37TH ST NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-77.1083504589,38.927860698,19050078,"5410 CAROLINA PL NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9882556621,38.9503317434,19006659,"1244 EMERSON ST NE/Sargent Rd","Malus species","Crabapple","Rosaceae","Malus"
-77.0062640381,38.9110680187,18911012,"101 Q ST NE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.9950441606,38.8884435697,19060892,"105 8TH ST SE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.0241449772,38.946150805,18909588,"812 BUCHANAN ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9285003103,38.8960225485,18988298,"5019 FITCH PL NE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-77.002531468,38.921251325,19018846,"225 BRYANT ST NE","Gleditsia triacanthos var. inermis 'Skyline'","Skyline honeylocust","Fabaceae","Gleditsia"
-77.0330087511,38.961854134,18960739,"1300 BLK MILITARY RD NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.038250979,38.9499029985,18970126,"4834 Blagden Ave NW","Quercus alba","White oak","Fagaceae","Quercus"
-77.020354028,38.9447355367,19026397,"4408 ILLINOIS AVE NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0838488189,38.9458010394,18976888,"4324 43RD ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0412261703,38.933902349,18994134,"3361 18TH ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.988221706,38.8956532884,18913362,"425 13TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.992692338,38.9394523841,18996766,"OPP 4010 10TH ST NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0292115787,38.9718876303,19043069,"6665 13th stnw","Fraxinus species","Ash","Oleaceae","Fraxinus"
-77.0715723591,38.9716007037,18946880,"6210 BROAD BRANCH RD NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9731474563,38.8545001466,19037288,"2800 BLK 23RD PL SE","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-76.9398038541,38.8918775287,18956722,"4274 BENNING RD NE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0698040645,38.9552160964,18937349,"5013 CONNECTICUT AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0275903846,38.9012826712,19050802,"1100 BLK I ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0543861038,38.9162486475,18919265,"2420 TRACY PL NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0410566661,38.9323165961,18964814,"17702 PARK RD NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9294289423,38.8984524573,18975112,"5000 BLK NANNIE HELEN BURROUGHS AVE NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0686923515,38.9269678122,18907289,"2814 35TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9861603801,38.8501413282,18906146,"opp 2843 12TH PL SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9999233628,38.8647984506,18978246,"700 BLK HOWARD RD SE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0744581107,38.9358369079,18914319,"3410 38TH ST NW","Cornus species","Dogwood","Cornaceae","Cornus"
-76.9709080535,38.8522654072,18968718,"2400 BLK IRVING PL SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0884075628,38.9324668493,19066202,"4445 lowell st nw","Aesculus hippocastanum","Horsechestnut","Hippocastanaceae","Aescululs"
-77.0411859262,38.9213366001,18928839,"2329 CHAMPLAIN ST NW","Carpinus betulus","Hornbeam (European) (Common)","Betulaceae","Carpinus"
-77.0720709178,38.9347040582,19011358,"3621 NEWARK ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0388876243,38.9449691663,18929552,"4420 17TH ST NW","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9883637699,38.933622887,18968757,"1303 NEWTON ST NE","Carpinus species","Hornbeam","Betulaceae","Carpinus"
-76.9724909877,38.8967952422,18987465,"527 24TH ST NE","Celtis occidentalis","Hackberry","Ulmaceae","Celtis"
-76.9970103174,38.8837261997,18981371,"640 SOUTH CAROLINA AVE SE/6th St","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9994349406,38.8923271277,19050805,"200 BLOCK 5TH ST NE","Tilia americana","American linden","Tiliaceae","Tilia"
-77.0109108857,38.900311973,18968736,"UNIT BLOCK H ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9738366077,38.9321830096,18937234,"2222 LAWRENCE ST NE","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-76.9855745422,38.8849775129,19001862,"301 14TH ST SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9961029145,38.8906631971,18927410,"23 7TH ST NE","Aesculus hippocastanum","Horsechestnut","Hippocastanaceae","Aescululs"
-77.1106321419,38.9356860869,18917928,"5274 LOUGHBORO RD NW","Syringa reticulata","Lilac","Oleaceae","Syringa"
-76.990317537,38.8786273695,18935713,"900 BLK 12TH ST SE","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.0062674911,38.9163270437,18995534,"100 blk TODD PL NE","Platanus x acerifolia 'Bloodgood'","Bloodgood london plane tree","Platanaceae","Platanus"
-77.0377131908,38.9440597118,18982851,"1623 WEBSTER ST NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.9866789036,38.8422671201,18998554,"OPP 1328 CONGRESS ST SE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9129940956,38.8920330625,19006026,"6120 BANKS PL NE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-76.9243187243,38.8897698181,19044817,"OPP 5334 EAST CAPITOL ST NE MEDIAN","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-77.02204474,38.9215871225,18955607,"2400 blk GEORGIA AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0670525336,38.9506947915,18987507,"3280 CHESAPEAKE ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0324408532,38.9813042324,18903058,"1334 HEMLOCK ST NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-76.9868234036,38.8988638969,19040704,"OPP 1353 G ST NE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.0417753184,38.9053617974,18935880,"1100 BLK 18TH ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.992563006,38.9284451423,19046674,"900 blk IRVING ST NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9967070057,38.8847052907,19051736,"651 PENNSYLVAVIA AVE SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0904120262,38.9289331813,18905547,"4537 HAWTHORNE ST NW","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.0200511248,38.8936744115,18943109,"300 block 6TH ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9811688506,38.8954389182,19036749,"1615 ISHERWOOD ST NE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9701543937,38.9029245292,18941789,"700 blk 26th St NE/Benning Rd","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9901775592,38.8909437978,18916145,"119 12TH ST NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0777861735,38.9443140752,19066515,"4244 WISCONSIN AVE NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.996233124,38.8917206567,18959867,"OPP 123 7TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9841062476,38.8898938338,19022015,"1450 EAST CAPITOL ST","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9775498368,38.9014916595,18994844,"1700 blk I ST NE","Platanus species","Plane tree","Platanaceae","Platanus"
-76.9369476979,38.8901899067,18934048,"4500 BLK CENTRAL AVE NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9185127931,38.8930606488,19034831,"300 BLK 57TH PL NE","Fagus grandifolia","American beech","Fagaceae","Fagus"
-76.9418314932,38.881066126,18988110,"4326 GORMAN TER SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0270193055,38.9779486417,19044489,"OPP 1109 FERN ST NW","Cercis species","Redbud","Fabaceae","Cercis"
-76.9985298838,38.8377193107,19012734,"3649 6TH ST SE","Acer ginnala","Amur maple","Aceraceae","Acer"
-77.032224109,38.9234785246,18938185,"2500 blk 14TH ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9988255604,38.8419362508,18960691,"opp 513 SAVANNAH ST SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9920649216,38.9050310436,18987888,"opp 1205 WEST VIRGINIA AVE NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9901187465,38.8347074591,19037959,"1009 WAHLER PL SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0604600066,38.9728927622,19036670,"3109 TENNYSON ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0238905815,38.9518565131,19010409,"5030 8TH ST NW","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.0321568392,38.9660981027,18995763,"1362 SHERIDAN ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9659221512,38.8633226526,19059064,"2922 W ST SE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9779806434,38.8985113725,18935868,"1700 BLOCK GALES PL NE","Malus 'Snowdrift'","Snowdrift crabapple","Rosaceae","Malus"
-77.0642808631,38.9302260632,19022547,"3206 KLINGLE RD NW","Cornus species","Dogwood","Cornaceae","Cornus"
-77.0412094618,38.9399155357,18986540,"4001 18TH ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.080425154,38.9463397197,19025036,"4101 YUMA ST NW","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.0307711801,38.9078478591,18930573,"1310 VERMONT AVE NW","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9767046079,38.8666362478,19052588,"OPP 1919 T PL SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9619515292,38.8582882222,19039223,"3100 BLK DENVER ST SE","Prunus species","Cherry","Rosaceae","Prunus"
-77.0181043127,38.9194012912,18940527,"opp 400 W ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0254868315,38.9017824015,18977950,"901 NEW YORK AVE NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0074552207,38.8841707512,18995826,"UNIT BLK  IVY ST SE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.9400810566,38.8997920863,18907468,"4322 HAYES ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9815517483,38.8803456795,18994324,"1614  H ST SE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-76.9790939872,38.8665155134,19012696,"1923 18TH ST SE","Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-77.0877466756,38.9448437222,19027592,"4437 WARREN ST NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0301843564,38.9787397049,18951000,"1303 FLORAL ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0111281629,38.9169566673,19002572,"60 U ST NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9592493456,38.8843822967,19051656,"3311 D ST SE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.9367501097,38.8802590854,19024271,"OPP 4447 G ST SE","Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-77.0230640537,38.9300071695,18908983,"opp 660 KENYON ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9895731588,38.8445683489,18951669,"OPP 1217 ALABAMA AVE SE","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9246084209,38.9003173177,19069074,"801 DIVISION AVE NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0634651066,38.9438721624,18914941,"4200 CONNECTICUT AVE NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.9921638083,38.925121599,19016960,NA,"Magnolia virginiana","Sweetbay magnolia","Magnoliaceae","Magnolia"
-77.0591892532,38.9258144309,18977529,"2921 GARFIELD TER NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0358245989,38.9722267235,19067039,"1440 ASPEN ST NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-76.9924908178,38.9238282145,18904037,"2622 10TH ST NE","Cercis species","Redbud","Fabaceae","Cercis"
-76.984456023,38.8998200523,18958826,"OPP 1437 MARYLAND AVE NE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0001192251,38.9056929868,18917923,"408 M ST NE","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9754006464,38.8893270359,19025678,"2001 EAST CAPITOL ST BN","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-76.9798113717,38.8703719373,18938870,"1606 17TH PL SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9983814252,38.8922579588,18947237,"201 6TH ST NE","Pyrus calleryana 'Bradford'","Bradford callery pear","Rosaceae","Pyrus"
-77.0066946634,38.9368934643,19004070,"SCALE GATE RD NW","Pinus taeda","Loblolly Pine","Pinaceae","Pinus"
-77.0818504259,38.9117602862,19037014,"4403 GREENWICH PKWY NW","Cercis species","Redbud","Fabaceae","Cercis"
-77.0575419419,38.9597327603,18975004,"5342 28TH ST NW","Ulmus 'Accolade'","Elm (Accolade)","Ulmaceae","Ulmus"
-76.9255497948,38.8928980984,18970538,"230 53RD ST NE","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0297927818,38.9263560137,18937912,"2816 13TH ST NW","Quercus robur fastigiata","Columnar English oak","Fagaceae","Quercus"
-76.9232544377,38.8873258004,18971060,"96 54TH ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9831859864,38.9215196419,18929707,"2336 15TH ST NE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-77.0349055985,38.9264117867,18993909,"1471 HARVARD ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.019029704,38.9699771241,19038561,"417 VAN BUREN ST NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-76.9610865929,38.8744346356,19067607,"1301 BRANCH AVE SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9526134375,38.8883752931,18993518,"OPP 107 ANACOSTIA RD SE","Cladrastis lutea","Yellowwood","Fabaceae","Cladrastis"
-77.0429218386,38.9232088479,18921992,"1817 Adams Mill Rd NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9493983666,38.9059584919,18994391,"3675 JAY ST NE/ MIRACLE COURT","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.990822896,38.8840586038,18978924,"1113 D ST SE","Tilia americana","American linden","Tiliaceae","Tilia"
-77.0296368151,38.9239519583,18984186,"2613 13TH ST NW","Quercus robur fastigiata","Columnar English oak","Fagaceae","Quercus"
-76.987298337,38.8932280288,19007739,"251 TENNESSEE AVE NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0123143927,38.9201926849,18909110,"100 blk ADAMS ST NW/1st St","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9711957135,38.9190630394,18937254,"2120 BLADENSBURG RD NE","Ulmus 'Accolade'","Elm (Accolade)","Ulmaceae","Ulmus"
-77.0259057317,38.9375656677,18909757,"914 QUINCY ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0222125837,38.9554459754,18987567,"5401 7TH ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.1020492716,38.9239956114,19027307,"5060 SHERIER PL NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9367723976,38.9015383388,18974772,"4512 JAY ST NE","Metasequoia glyptostroboides","Dawn redwood","Cupressaceae","Metasequoia"
-76.9998514317,38.8886341098,19062905,"413 A ST SE","Cladrastis lutea","Yellowwood","Fabaceae","Cladrastis"
-76.9835977256,38.8663711194,19057699,"1919 15TH ST SE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9875900078,38.9207796241,18948758,"2352 13TH PL NE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.9776900715,38.9383684303,19040136,"1910  RANDOLPH ST NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0905470868,38.9191250841,19006329,"OPP 4535  W ST NW","Styphnolobium japonicum","Japanese pagodatree","Fabaceae","Styphnolobium"
-77.0313736686,38.9071968455,19007917,"OPP 1333 N ST NW","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.0998756025,38.9269174532,18981077,"4960 ESKRIDGE TER NW","Halesia carolina","Carolina silverbell","Styracaceae","Halesia"
-77.0006470712,38.8922318356,19048516,"200 BLOCK 4TH ST NE","Acer saccharinum","Silver maple","Aceraceae","Acer"
-76.9643516356,38.8628483438,18988317,"3015 W ST SE","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0854560997,38.9141139736,18918216,"4518 HOBAN RD NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.059284905,38.9243147233,18935507,"2922 CLEVELAND AVE NW","Amelanchier species","Serviceberry","Rosaceae","Amelanchier"
-76.981284757,38.9267425198,19057104,"1620 RHODE ISLAND AVE NE","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-76.978897322,38.8475418906,18977161,"1800 BLK ALABAMA AVE SE","Koelreuteria bipinnata","Chinese flame tree","Sapindaceae","Koelreuteria"
-77.0343942996,38.9660940878,19068954,"1426 SHERIDAN ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0095722121,38.9133044707,19023249,"12 RANDOLPH PL NW/N. Capitol St","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0160404214,38.9176400796,18938919,NA,"Taxodium distichum","Bald cypress","Cupressaceae","Taxodium"
-77.0741981406,38.9603717801,19055560,"3755 KANAWHA ST NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-76.9694284213,38.847054611,18914333,"3429 25TH ST SE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0873768561,38.928991075,18907813,"3001 44TH PL NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0132230696,38.9010738138,19002212,"800 BLK NEW JERSEY AVE NW/MEDIAN","Pyrus calleryana 'Bradford'","Bradford callery pear","Rosaceae","Pyrus"
-77.0030710481,38.8480607122,19060840,"281 NEWCOMB ST SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9958486882,38.8452232462,18925243,"2914 7TH ST SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9994016301,38.9558331106,19025137,"409 KENNEDY ST NE","Gleditsia species","Honeylocust","Fabaceae","Gleditsia"
-77.0034532529,38.8996422409,19048464,"700 BLK 2ND ST NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9590055517,38.8596865727,18964341,"2417 BRANCH AVE SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9966160657,38.9512192713,19069367,"645 FARRAGUT PL NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9828836001,38.9462295254,19045255,"1600 BUCHANAN ST NE","Prunus species","Cherry","Rosaceae","Prunus"
-76.994654987,38.8386639341,18958555,"opp 726 MISSISSIPPI AVE SE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9283972411,38.8908397753,18904510,"5000 BLK AMES ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0026603275,38.8820789251,18939184,"opp 216 SOUTH CAROLINA AVE SE/2nd St","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0153240048,38.9135526247,18961204,"237 FLORIDA AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0633184418,38.9747915505,19036474,"6447 BARNABY ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9568441607,38.8562568093,18919137,"3382 ERIE ST SE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.0311378709,38.937654519,18959242,"1341 QUINCY ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0150765857,38.8283619831,18964804,"200 blk CHESAPEAKE ST SW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-77.0539719894,38.9155330182,18933832,"OPP 2425 CALIFORNIA ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9828135389,38.8539439115,19032323,"2433 15TH PL SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0330088702,38.9083953499,18910913,"1424 RHODE ISLAND AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9707935122,38.8458580048,18913076,"3471 24TH ST SE","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0830058832,38.9075858638,19041360,"4439 MACARTHUR BLVD NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0763528181,38.9562162258,19029966,"3828 GRAMERCY ST NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0413678071,38.9310207446,19046676,"3170 18TH ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0252360183,38.9602610673,19065938,"5800 8th St NW","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-76.9837140367,38.9328671072,18985357,"1507 MONROE ST NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9341373855,38.8941362768,18913967,"4709 DIX ST NE","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.080447627,38.9621374207,19030153,"4101 LEGATION ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.996739351,38.9499990697,18903025,"661 EMERSON ST NE/6th Pl","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9392537957,38.9010409301,19046973,"OPP 805 44TH ST NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0373109905,38.9868537331,18940091,"1618 Myrtle st NW","Liriodendron tulipifera","Tulip poplar","Magnoliaceae","Liriodendron"
-77.0612090361,38.9611658687,18936034,"3031 MILITARY RD NW","Ulmus pumila","Siberian elm","Ulmaceae","Ulmus"
-77.0249319644,38.9091574695,19019609,"1417 COLUMBIA ST NW","Malus species","Crabapple","Rosaceae","Malus"
-76.9210287039,38.9000258168,18904155,"5503 JAY ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0414490142,38.9024553115,18942687,"1776 K ST NW/ MEDIAN","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9878104148,38.8941518144,19049920,"1307 CORBIN PL NE/13th St","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9388072803,38.8831932886,18947541,"4410 E ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9631770677,38.8780236985,19024558,"1000 BLK 31ST ST SE","Ulmus 'Accolade'","Elm (Accolade)","Ulmaceae","Ulmus"
-77.025618134,38.9547242587,18944252,"5313 9TH ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
